DSN Contacts
Spacecraft = MMS2
Attitude = Ideal Mission Attitude
StartTime = 2021-051/03:45:00 UTC  (MMS TAI: 1624592669)
StopTime = 2021-268/11:55:00 UTC  (MMS TAI: 1624592669)
Project = System Manager Contact Analysis
Source = FDGSS OPS
FileCreationDate = Feb 17 2021 12:33:09.342 UTC
Stations = Goldstone (DS24, DS26), Canberra (DS34, DS36), Madrid (DS54, DS56, DS65)

Contact Event            Entry Epoch (UTC)        Exit Epoch (UTC)         Duration (min)           Data Rate                AOS Constraint           LOS Constraint           
DS24 --> MMS2_1          2021-099/14:26:26        2021-099/16:04:34        98.13333                 2.50 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_1          2021-099/18:12:54        2021-100/01:32:59        440.08333                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_1          2021-099/18:12:54        2021-099/19:09:14        56.33333                 2.50 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_1          2021-099/18:43:05        2021-100/01:32:59        409.90000                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_1          2021-099/18:43:05        2021-099/19:09:13        26.13333                 2.50 Mbps                Mask                     ReturnDataRate           
DS26 --> MMS2_1          2021-099/19:50:39        2021-099/21:26:14        95.58333                 2.50 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_1          2021-099/19:50:39        2021-099/21:26:13        95.56667                 2.50 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_1          2021-099/20:46:07        2021-100/00:35:46        229.65000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-099/20:46:07        2021-100/00:35:46        229.65000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-100/00:59:27        2021-100/01:29:09        29.70000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-100/00:59:27        2021-100/01:29:07        29.66667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-100/01:52:28        2021-100/05:23:43        211.25000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-100/01:52:27        2021-100/05:19:52        207.41667                1.25 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_1          2021-100/02:07:14        2021-100/02:35:26        28.20000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-100/02:07:14        2021-100/02:35:26        28.20000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-100/02:46:56        2021-100/05:23:43        156.78333                2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-100/02:46:56        2021-100/05:19:52        152.93333                2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-100/05:20:34        2021-100/06:00:43        40.15000                 1.25 Mbps                FieldOfView              ForwardDataRate          
DS26 --> MMS2_1          2021-100/05:20:34        2021-100/06:00:43        40.15000                 2.50 Mbps                FieldOfView              ForwardDataRate          
DS24 --> MMS2_1          2021-100/05:20:35        2021-100/06:00:43        40.13333                 1.25 Mbps                FieldOfView              ForwardDataRate          
DS24 --> MMS2_1          2021-100/05:20:35        2021-100/06:00:43        40.13333                 2.50 Mbps                FieldOfView              ForwardDataRate          
DS26 --> MMS2_2          2021-100/05:48:31        2021-100/08:47:48        179.28333                1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS26 --> MMS2_2          2021-100/05:48:31        2021-100/08:02:42        134.18333                2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS24 --> MMS2_2          2021-100/05:48:31        2021-100/08:47:46        179.25000                1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS24 --> MMS2_2          2021-100/05:48:31        2021-100/08:02:42        134.18333                2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-100/06:36:48        2021-100/08:22:04        105.26667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS54 --> MMS2_2          2021-100/06:36:48        2021-100/07:14:55        38.11667                 2.50 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_2          2021-100/06:36:56        2021-100/08:22:03        105.11667                1.25 Mbps                Mask                     ReturnDataRate           
DS56 --> MMS2_2          2021-100/06:36:56        2021-100/07:14:55        37.98333                 2.50 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-100/06:37:58        2021-100/08:22:03        104.08333                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-100/06:37:58        2021-100/07:14:57        36.98333                 2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_2          2021-100/07:16:57        2021-100/08:08:52        51.91667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-100/07:16:57        2021-100/08:08:52        51.91667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-100/07:16:58        2021-100/08:08:52        51.90000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_2          2021-100/08:09:07        2021-100/08:37:11        28.06667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_2          2021-100/08:09:07        2021-100/08:37:11        28.06667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-100/08:35:18        2021-100/11:03:31        148.21667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS54 --> MMS2_2          2021-100/08:39:06        2021-100/09:18:53        39.78333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-100/08:35:18        2021-100/10:43:50        128.53333                1.25 Mbps                ReturnDataRate           Mask                     
DS56 --> MMS2_2          2021-100/08:39:06        2021-100/09:18:53        39.78333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-100/08:35:18        2021-100/10:29:03        113.75000                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_2          2021-100/08:39:05        2021-100/09:18:53        39.80000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_2          2021-100/09:00:29        2021-100/19:26:39        626.16667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS26 --> MMS2_2          2021-100/09:03:24        2021-100/14:01:10        297.76667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_2          2021-100/09:00:29        2021-100/19:26:39        626.16667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_2          2021-100/09:03:24        2021-100/14:01:10        297.76667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-100/09:31:08        2021-100/11:03:31        92.38333                 2.50 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_2          2021-100/09:31:08        2021-100/10:43:50        72.70000                 2.50 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_2          2021-100/09:31:08        2021-100/10:29:03        57.91667                 2.50 Mbps                ReturnDataRate           Mask                     
